Juhani	283719
Olavi	141840
Antero	136901
Tapani	135697
Johannes	133990
Tapio	115084
Mikael	104781
Kalevi	93487
Matti	79202
Pekka	77820
Petteri	73481
Ilmari	70080
Sakari	64405
Matias	64337
Antti	55486
Juha	53745
Kristian	53632
Heikki	51012
Timo	48526
Mikko	45050
Kari	44199
Markus	43397
Aleksi	40329
Jari	40303
Jukka	39812
Markku	38231
Oskari	37713
Jaakko	37664
Kalervo	37459
Petri	36787
Mika	36413
Henrik	35677
Lauri	35075
Veikko	33831
Hannu	33571
Ville	33279
Erkki	32354
Seppo	31992
Valtteri	30721
Janne	29940
Ari	29559
Marko	29540
Ensio	29124
Tuomas	28125
Sami	27735
Elias	26964
Juho	26719
Pentti	26339
Eero	25174
Erik	25102
Martti	24138
Jani	24084
Onni	23743
Eemeli	23551
Samuli	23430
Jorma	22325
Jussi	22323
Harri	21838
Teemu	21709
Eino	20995
Risto	20834
Samuel	20409
Jarmo	20093
Veli	19989
Esa	19595
Raimo	19447
Pasi	19152
Pertti	19083
Jouni	18912
Viljami	18678
Niko	18594
Arto	18585
Olli	18268
Joonas	18230
Esko	18014
Emil	18008
Vesa	17980
Kalle	17930
Oliver	17834
Toivo	17701
Toni	17548
Jouko	17426
Leo	17348
Reijo	16987
Paavo	16908
Armas	16739
Santeri	16592
Johan	16581
Tomi	16080
Kimmo	15966
Väinö	15704
Henri	15599
Eetu	15451
Joni	15331
Daniel	15213
Tommi	15019
Tero	14908
Alexander	14565
Sebastian	14536
Ilkka	14223
Otto	14203
Pauli	13748
Ilari	13735
Eemil	13695
Anton	13570
Aleksanteri	13166
Uolevi	12531
Jarkko	12492
Tuomo	12474
Jalmari	12385
Jesse	12359
Joona	12257
Akseli	11855
Aulis	11764
Benjamin	11556
Vilho	11041
Julius	10984
Arttu	10942
Joel	10840
Jere	10826
Juuso	10692
Simo	10496
Leevi	10463
Christian	10431
Allan	10428
Niilo	10386
Einari	10202
Niklas	10133
Lasse	10035
Kullervo	9852
Jyrki	9801
Keijo	9798
Aukusti	9736
Jan	9561
Elmeri	9496
Reino	9370
Mauri	9306
Kaarlo	9300
Kai	9078
Kauko	9074
Artturi	8955
Juhana	8858
Aarne	8829
Aki	8813
Miika	8789
Rasmus	8777
Veeti	8574
Riku	8558
Topias	8361
Karl	8286
Aatos	8229
Hermanni	8135
Peter	8094
Yrjö	8013
Jarno	7915
Joonatan	7854
Eerik	7741
Aaro	7730
Rauno	7359
Vilhelm	7298
Ossi	7295
Patrik	7266
Teuvo	7245
Tauno	7227
Robert	7221
Viljo	7093
Eelis	6961
Roope	6944
Arvo	6901
Valdemar	6864
Anssi	6843
Aaron	6827
Ismo	6751
Atte	6714
Anders	6647
Osmo	6638
Veijo	6618
Henry	6593
Rainer	6590
Taisto	6566
Aapo	6516
Miro	6426
Kasper	6363
Asko	6133
Samu	6130
Oskar	6121
Taneli	6107
Oiva	6086
Henrikki	6015
Aimo	5967
Alex	5943
Verneri	5844
Lassi	5786
Edvard	5765
Tuukka	5741
Iisakki	5683
Rafael	5563
Kim	5558
Andreas	5495
Ahti	5441
Kasperi	5441
Vili	5403
August	5401
Aarre	5398
Topi	5347
Vihtori	5329
Mauno	5317
Wilhelm	5304
Eeli	5295
Urho	5275
Aatu	5252
Alvar	5235
Lars	5235
Albert	5206
Konsta	5184
Jimi	5077
Kustaa	5074
Fredrik	5037
Miikka	5034
Max	5031
Sulo	4997
Hugo	4927
Nikolai	4879
Joakim	4861
Tarmo	4861
Roni	4839
Veikka	4757
William	4742
Tatu	4678
Alpo	4654
Michael	4649
Herman	4612
Iivari	4604
Carl	4495
Ilpo	4487
Jyri	4475
Unto	4465
Sauli	4444
Saku	4396
Severi	4337
Gustav	4325
Otso	4301
Tom	4259
Kaj	4235
Kyösti	4171
Lenni	4158
Gunnar	4061
Rikhard	4021
Veli-Matti	3983
Pyry	3929
Frans	3917
Iiro	3913
Noel	3903
Thomas	3903
Martin	3869
Axel	3853
John	3842
Gabriel	3797
Oscar	3768
Hans	3767
Rami	3701
Jeremias	3685
Heimo	3673
Viktor	3673
Jonne	3671
Voitto	3633
Miska	3631
Pietari	3620
Luka	3609
Arvi	3529
Hannes	3518
Sampo	3482
Edvin	3440
Jami	3423
Nooa	3397
Paul	3369
Luukas	3355
Pellervo	3352
Juha-Pekka	3316
Stefan	3289
Olof	3285
Aku	3237
Harry	3233
Nico	3230
Teppo	3224
Aleksander	3201
Jasper	3199
Leif	3183
Göran	3113
Nils	3106
Miko	3088
Eliel	3073
Tomas	3054
Lucas	3046
Jukka-Pekka	3021
Aarni	3013
Robin	2996
Tony	2977
Arvid	2956
Anselmi	2935
Perttu	2928
Alfred	2899
Ali	2860
Santtu	2848
Päiviö	2796
Jonas	2790
Nuutti	2769
Nestori	2757
Sisu	2744
Richard	2741
Lukas	2739
Veli-Pekka	2718
Krister	2703
Peetu	2696
Paavali	2688
Aarno	2671
Mohamed	2615
Eljas	2608
Eevert	2591
Untamo	2540
Panu	2533
Christer	2528
Magnus	2513
Jonathan	2512
Marcus	2502
Mathias	2497
Klaus	2476
Viljam	2473
Patrick	2463
Jesper	2449
Waltteri	2429
Eerikki	2427
Terho	2395
Lennart	2384
Sven	2354
Urpo	2352
Aapeli	2344
Kaapo	2342
Juha-Matti	2334
Ukko	2318
Justus	2276
Olli-Pekka	2276
Kenneth	2271
Ossian	2259
Mattias	2226
Evert	2224
Kaleva	2205
Bengt	2180
Felix	2140
Tino	2137
Reima	2129
Antton	2124
Jooa	2122
Alarik	2119
Luca	2107
Teijo	2085
Stig	2076
Mats	2065
David	2038
Elmo	2031
Tobias	2017
Eric	2006
Lari	1989
Eemi	1984
Rolf	1983
Einar	1981
Taavi	1967
Manu	1950
Anttoni	1927
Tommy	1925
Petter	1896
Asser	1881
Adam	1858
Leonard	1849
Milo	1838
Aleksis	1837
Ahmed	1823
Per	1816
Taavetti	1810
Kurt	1805
Karri	1794
Håkan	1770
Simon	1736
Verner	1731
Ari-Pekka	1717
Björn	1713
Valter	1713
Touko	1710
Erno	1694
Tenho	1687
Roger	1686
Valentin	1676
Jonatan	1674
Vertti	1664
Jalo	1661
Bo	1660
Gustaf	1653
Nikolas	1651
Victor	1633
Jori	1617
Kaarle	1617
Jerry	1614
Ralf	1610
Åke	1607
Kimi	1593
Casper	1585
Edward	1569
Helge	1556
Aslak	1554
Christoffer	1513
Linus	1508
Leon	1503
Kosti	1498
Dan	1497
Albin	1484
Sulevi	1482
Elis	1478
Tuure	1470
Timi	1468
Heino	1457
Kevin	1446
Bernhard	1431
Mico	1402
Arthur	1399
Rauli	1398
Jan-Erik	1388
Jiri	1381
Salomon	1370
Alvari	1369
Birger	1366
Raine	1353
Elia	1342
Iikka	1341
Noah	1333
Ulf	1324
Petrus	1297
Jari-Pekka	1296
Nicolas	1289
Harald	1275
Isak	1272
Georg	1271
Waldemar	1263
Kristoffer	1258
Taito	1247
Börje	1229
Auvo	1228
Ilmo	1228
James	1225
Bror	1223
Iisak	1219
Adrian	1217
Walter	1216
Filip	1210
Vincent	1205
Ingmar	1204
Arne	1190
Iivo	1189
Väinämö	1181
Jarl	1179
Alf	1164
Christopher	1162
Kasimir	1157
Tiitus	1157
Sampsa	1156
Niki	1154
Vilhelmi	1137
Rudolf	1132
Jens	1122
Visa	1112
Valto	1108
Elliot	1105
Nicholas	1103
Uljas	1066
Erkka	1060
Altti	1058
